order_amount,currency,billing_country,shipping_country,country_mismatch,customer_total_orders,customer_refund_rate,customer_dispute_rate,device_reuse_count,ip_reuse_count,order_velocity_24h,refund_reason,days_since_purchase,delivery_confirmed,item_category,is_abuse
23.77,CAD,GB,CA,1,6,0.1706,0.0025,2,2,0,changed_mind,13,False,clothing,0
19.37,USD,US,CN,1,6,0.0991,0.0076,2,0,0,other,19,True,clothing,0
21.44,GBP,US,NG,1,6,0.0506,0.0439,0,1,1,other,14,True,home,0
14.86,AUD,IN,AU,1,6,0.0491,0.0101,3,0,0,damaged,18,False,beauty,0
173.9,CAD,AU,US,1,2,0.0702,0.019,3,0,3,wrong_item,11,True,food,0
24.81,EUR,BR,CA,1,8,0.1444,0.0091,5,1,0,other,15,False,clothing,0
14.4,EUR,BR,AU,1,9,0.1157,0.0018,1,0,2,wrong_item,11,True,sports,0
33.37,EUR,FR,FR,0,11,0.0755,0.011,4,2,2,damaged,13,True,electronics,0
17.3,AUD,CN,BR,1,8,0.1662,0.0629,2,1,1,changed_mind,13,False,home,0
73.82,AUD,CA,CN,1,6,0.0651,0.0034,2,0,2,other,11,True,home,0
50.18,GBP,FR,NG,1,7,0.2101,0.0128,0,3,2,not_as_described,9,True,home,0
46.22,EUR,CA,AU,1,6,0.1034,0.0079,2,0,2,other,10,True,electronics,0
47.69,AUD,DE,CN,1,6,0.2298,0.0167,2,0,2,damaged,10,True,clothing,0
128.55,CAD,FR,US,1,10,0.0187,0.023,2,2,2,not_as_described,18,False,beauty,0
39.65,AUD,CA,GB,1,7,0.1591,0.0355,3,2,1,changed_mind,10,True,home,0
14.17,GBP,US,BR,1,8,0.1391,0.0027,6,1,0,other,10,True,clothing,0
75.32,USD,BR,IN,1,7,0.0587,0.0019,2,1,0,changed_mind,22,False,food,0
106.52,EUR,DE,GB,1,5,0.0444,0.0115,2,1,1,not_as_described,23,False,beauty,0
51.18,EUR,CA,FR,1,9,0.15,0.0292,2,2,2,other,15,True,home,0
15.56,USD,FR,CA,1,8,0.0138,0.005,4,1,1,changed_mind,11,True,electronics,0
454.93,USD,GB,IN,1,10,0.1931,0.0058,4,1,3,wrong_item,9,True,sports,0
56.18,AUD,FR,CN,1,11,0.108,0.0073,2,1,0,other,21,True,clothing,0
85.0,GBP,CA,NG,1,10,0.0374,0.023,4,1,0,damaged,15,True,food,0
91.74,EUR,NG,CA,1,9,0.1851,0.0001,3,1,3,other,11,True,home,0
18.04,GBP,FR,AU,1,5,0.0671,0.0001,3,2,1,not_as_described,14,True,beauty,0
9.42,EUR,NG,GB,1,3,0.0816,0.0321,4,0,5,changed_mind,21,True,sports,0
83.5,EUR,AU,FR,1,9,0.0942,0.026,4,0,1,wrong_item,8,True,electronics,0
24.32,GBP,US,CA,1,9,0.1796,0.0218,1,0,3,not_as_described,11,True,food,1
45.02,USD,BR,AU,1,8,0.1078,0.007,1,0,0,damaged,16,True,electronics,0
149.06,EUR,NG,DE,1,4,0.0697,0.0017,2,2,1,other,19,True,electronics,0
82.26,EUR,NG,CA,1,4,0.1087,0.0007,3,0,0,wrong_item,19,True,home,0
213.76,AUD,AU,DE,1,9,0.051,0.0129,1,1,2,not_as_described,14,True,home,0
13.96,AUD,US,CN,1,10,0.0725,0.012,1,1,0,not_as_described,10,True,beauty,0
110.01,AUD,GB,US,1,5,0.0744,0.0275,1,0,0,wrong_item,9,True,home,0
108.58,GBP,FR,CN,1,7,0.0994,0.0129,3,3,0,other,17,False,electronics,0
47.58,USD,AU,IN,1,8,0.05,0.0051,1,2,4,damaged,10,True,sports,0
3.74,USD,US,CN,1,10,0.0525,0.0079,1,0,2,other,9,True,beauty,0
30.5,EUR,IN,IN,0,6,0.1554,0.1225,0,0,0,damaged,12,True,home,0
79.96,USD,DE,GB,1,9,0.1051,0.0015,2,1,1,not_as_described,12,True,sports,0
67.13,USD,GB,DE,1,14,0.0579,0.0196,2,1,1,other,17,True,sports,0
87.42,EUR,US,FR,1,5,0.0771,0.0338,2,0,1,other,10,False,home,0
5.82,USD,NG,DE,1,9,0.0991,0.0168,2,3,2,damaged,16,True,food,0
19.19,GBP,DE,GB,1,9,0.0678,0.003,2,2,1,wrong_item,22,True,electronics,0
52.36,CAD,FR,NG,1,12,0.0166,0.0049,2,0,1,not_as_described,18,True,home,0
65.54,USD,DE,CA,1,10,0.064,0.003,0,0,0,other,12,True,beauty,0
62.6,AUD,CN,BR,1,8,0.0433,0.0188,0,3,1,changed_mind,9,True,sports,0
155.21,AUD,DE,IN,1,11,0.0629,0.0071,3,1,3,wrong_item,16,True,beauty,0
42.79,USD,DE,IN,1,8,0.05,0.0107,0,3,3,damaged,15,True,home,0
31.09,GBP,AU,IN,1,9,0.1245,0.003,2,1,2,not_as_described,14,True,clothing,0
23.75,USD,CN,AU,1,4,0.0427,0.0545,2,5,4,damaged,15,True,electronics,0
32.49,EUR,IN,BR,1,13,0.0858,0.0227,3,2,2,not_as_described,10,False,food,0
10.34,CAD,US,FR,1,6,0.0921,0.0767,2,1,3,damaged,10,True,clothing,0
32.06,EUR,US,BR,1,11,0.0385,0.0081,1,1,0,changed_mind,20,True,clothing,0
35.42,GBP,CA,IN,1,8,0.0908,0.0118,2,1,3,not_as_described,8,True,electronics,0
73.28,USD,CN,FR,1,7,0.0545,0.0,4,3,1,not_as_described,16,True,home,0
168.62,CAD,US,IN,1,12,0.0972,0.0338,1,2,0,wrong_item,16,True,food,0
162.02,EUR,US,NG,1,7,0.0174,0.0134,1,0,0,damaged,14,True,food,0
25.02,AUD,BR,CA,1,9,0.0617,0.0536,1,0,0,wrong_item,15,True,sports,0
140.93,GBP,NG,BR,1,8,0.0555,0.0393,0,0,2,changed_mind,9,True,sports,0
76.7,EUR,CA,NG,1,14,0.0307,0.0141,3,1,1,damaged,14,True,home,0
9.93,GBP,GB,FR,1,13,0.088,0.0125,2,0,2,other,13,True,clothing,0
322.7,GBP,DE,BR,1,8,0.0558,0.0107,5,1,2,damaged,14,True,beauty,0
21.4,AUD,BR,FR,1,4,0.0635,0.0002,1,2,3,changed_mind,26,True,clothing,0
95.49,EUR,GB,CN,1,9,0.1067,0.0149,3,1,0,wrong_item,15,True,beauty,0
56.45,AUD,US,CA,1,8,0.0315,0.0159,1,1,1,other,17,True,clothing,0
144.72,CAD,BR,NG,1,10,0.0235,0.0044,3,0,0,not_as_described,19,False,electronics,0
145.82,CAD,IN,AU,1,9,0.1303,0.0019,2,0,1,damaged,8,True,sports,0
55.62,EUR,US,CA,1,10,0.0289,0.0201,1,0,3,other,20,False,clothing,0
26.33,AUD,IN,US,1,5,0.1546,0.0219,0,2,3,other,20,True,home,0
164.87,USD,GB,FR,1,10,0.0556,0.0028,1,0,1,damaged,12,True,clothing,0
64.66,EUR,IN,CA,1,5,0.1171,0.0106,2,2,1,changed_mind,17,True,electronics,0
15.81,CAD,GB,DE,1,5,0.1763,0.0081,3,1,3,changed_mind,13,False,beauty,0
229.71,AUD,CN,BR,1,7,0.1131,0.0024,2,0,0,damaged,16,True,home,0
93.2,GBP,FR,BR,1,7,0.218,0.0203,2,0,0,changed_mind,18,True,beauty,0
6.92,AUD,CN,GB,1,8,0.032,0.0161,1,1,1,other,13,True,home,0
84.17,EUR,GB,CN,1,12,0.0751,0.0033,1,1,1,other,12,True,food,0
373.77,GBP,BR,GB,1,4,0.1406,0.0048,1,1,3,not_as_described,13,True,sports,0
72.38,CAD,DE,DE,0,11,0.0362,0.0323,2,1,3,changed_mind,14,True,beauty,0
31.67,EUR,GB,IN,1,7,0.1061,0.0427,0,2,3,changed_mind,13,True,beauty,0
53.66,AUD,NG,DE,1,17,0.08,0.0222,2,0,0,not_as_described,16,True,clothing,0
99.08,USD,BR,IN,1,7,0.0352,0.0332,3,2,1,changed_mind,12,True,electronics,0
78.87,EUR,DE,AU,1,9,0.0637,0.0013,2,0,2,wrong_item,9,False,beauty,0
63.55,AUD,FR,DE,1,6,0.0362,0.0259,4,0,2,wrong_item,15,True,clothing,0
26.53,EUR,BR,IN,1,9,0.2012,0.0076,4,0,3,changed_mind,15,False,electronics,1
38.36,GBP,FR,AU,1,11,0.0946,0.0244,0,1,1,wrong_item,8,True,food,0
84.47,CAD,CA,AU,1,2,0.1436,0.0426,5,2,1,wrong_item,19,False,food,0
18.33,CAD,CN,AU,1,13,0.011,0.0315,0,0,0,not_as_described,23,True,home,0
23.02,USD,CN,NG,1,8,0.1587,0.0407,3,1,3,wrong_item,13,True,food,0
33.48,GBP,IN,IN,0,13,0.0951,0.0159,3,1,0,not_as_described,15,False,food,0
257.62,GBP,FR,FR,0,12,0.028,0.0098,2,5,0,damaged,7,True,home,0
102.5,GBP,IN,GB,1,7,0.2171,0.0062,2,0,2,changed_mind,12,True,clothing,0
36.39,GBP,NG,IN,1,9,0.1319,0.0294,4,1,2,wrong_item,7,True,beauty,0
204.12,GBP,GB,GB,0,8,0.0872,0.0224,2,1,3,damaged,16,True,clothing,0
27.76,AUD,FR,US,1,13,0.2123,0.0103,4,1,0,changed_mind,14,True,clothing,0
25.83,GBP,BR,DE,1,5,0.207,0.0138,2,2,1,not_as_described,13,True,food,0
121.32,GBP,AU,CN,1,16,0.09,0.0861,2,1,1,other,7,True,food,0
142.4,EUR,GB,FR,1,9,0.0543,0.0102,2,2,1,other,16,True,beauty,0
10.98,EUR,GB,US,1,8,0.0686,0.054,2,0,1,wrong_item,15,False,electronics,1
123.48,AUD,CN,NG,1,6,0.0285,0.0064,0,2,2,other,11,True,food,0
18.64,AUD,CA,GB,1,8,0.1147,0.0034,3,2,2,not_as_described,11,True,beauty,0
106.32,CAD,US,IN,1,12,0.0147,0.0091,4,0,0,damaged,15,True,sports,0
61.88,GBP,IN,DE,1,7,0.0254,0.0005,2,2,0,not_as_described,13,True,home,0
63.32,EUR,US,AU,1,12,0.0793,0.0305,2,2,2,changed_mind,15,True,food,0
229.74,EUR,BR,CA,1,8,0.0626,0.0809,1,0,2,changed_mind,19,True,electronics,0
72.51,AUD,FR,CA,1,8,0.107,0.0313,2,2,2,changed_mind,13,True,clothing,0
120.07,EUR,DE,BR,1,8,0.1423,0.0142,1,0,2,changed_mind,11,True,electronics,0
276.38,USD,CN,US,1,6,0.0724,0.0284,5,0,2,other,18,True,sports,0
56.29,CAD,BR,GB,1,7,0.0808,0.004,1,1,2,damaged,13,True,sports,0
28.3,EUR,AU,CN,1,11,0.0635,0.0012,2,1,4,wrong_item,9,True,food,0
11.04,EUR,IN,DE,1,11,0.056,0.0453,1,0,1,other,19,False,beauty,0
24.74,USD,BR,AU,1,11,0.0329,0.0022,0,1,2,damaged,19,True,clothing,0
14.61,USD,IN,GB,1,9,0.0819,0.0236,1,0,0,not_as_described,13,True,home,0
134.02,AUD,DE,CN,1,10,0.0983,0.0701,0,1,1,changed_mind,9,True,beauty,0
81.92,GBP,US,FR,1,14,0.0849,0.0018,2,2,4,other,12,False,food,0
43.62,AUD,IN,CA,1,4,0.0897,0.0012,3,0,2,not_as_described,5,True,food,0
87.89,USD,BR,FR,1,7,0.0599,0.0448,4,0,5,changed_mind,12,True,home,0
59.02,AUD,US,US,0,5,0.0483,0.0572,1,1,0,not_as_described,9,True,electronics,0
6.99,EUR,CN,CN,0,5,0.018,0.0321,0,0,0,not_as_described,21,True,sports,1
245.8,EUR,CA,DE,1,9,0.144,0.0068,3,1,0,damaged,16,True,sports,0
19.7,CAD,IN,NG,1,12,0.0383,0.0256,2,0,0,damaged,17,False,beauty,0
362.07,GBP,US,NG,1,12,0.2458,0.0098,3,2,2,changed_mind,15,True,electronics,0
100.0,USD,AU,IN,1,7,0.1708,0.013,2,0,0,changed_mind,6,True,electronics,0
50.81,CAD,GB,CN,1,7,0.1112,0.0027,0,0,0,not_as_described,13,True,sports,0
17.17,GBP,AU,BR,1,7,0.1298,0.0002,2,0,1,damaged,16,True,food,0
38.98,EUR,CA,IN,1,5,0.1455,0.0057,2,0,1,wrong_item,18,True,beauty,0
96.45,AUD,BR,GB,1,9,0.1028,0.0173,3,1,1,damaged,11,True,sports,0
50.1,USD,GB,CA,1,10,0.0359,0.0018,2,1,2,changed_mind,11,True,electronics,0
73.66,EUR,NG,GB,1,6,0.0405,0.008,2,3,1,not_as_described,14,True,sports,0
155.2,CAD,DE,NG,1,12,0.0215,0.0234,0,2,1,damaged,11,True,beauty,0
49.43,CAD,GB,CA,1,8,0.0451,0.0107,2,3,1,other,15,True,clothing,0
67.55,AUD,AU,GB,1,6,0.0715,0.0052,3,0,1,damaged,14,True,beauty,0
11.03,USD,CN,GB,1,8,0.0501,0.0725,2,2,2,other,14,False,beauty,0
86.24,EUR,IN,GB,1,7,0.2121,0.0127,1,0,0,changed_mind,13,True,electronics,1
82.4,AUD,NG,FR,1,4,0.0714,0.004,1,1,3,damaged,17,True,electronics,0
57.99,USD,GB,CN,1,12,0.0907,0.0697,0,1,1,changed_mind,18,True,home,0
115.2,EUR,CA,GB,1,12,0.037,0.052,1,2,1,other,17,True,beauty,0
28.59,CAD,GB,GB,0,9,0.1298,0.0023,1,1,1,other,13,True,electronics,0
110.72,USD,DE,GB,1,8,0.0305,0.094,0,0,4,damaged,17,True,beauty,0
41.91,EUR,AU,US,1,8,0.0657,0.0013,4,1,1,other,14,False,sports,0
715.72,CAD,BR,DE,1,8,0.0814,0.0402,2,1,1,other,13,False,beauty,0
19.15,CAD,NG,IN,1,11,0.1673,0.0183,1,0,1,changed_mind,11,True,electronics,0
401.12,CAD,IN,GB,1,5,0.114,0.0521,0,2,2,changed_mind,19,True,electronics,0
60.82,USD,NG,IN,1,12,0.1683,0.0163,1,0,4,wrong_item,11,True,beauty,0
49.37,AUD,NG,FR,1,8,0.0325,0.0168,2,3,0,other,21,True,electronics,0
28.32,EUR,BR,AU,1,11,0.0186,0.1316,3,1,1,not_as_described,15,True,sports,0
73.14,CAD,AU,NG,1,8,0.0429,0.0076,3,0,0,not_as_described,15,True,electronics,0
25.78,AUD,BR,GB,1,7,0.3014,0.0134,1,0,1,changed_mind,13,True,electronics,0
25.13,AUD,NG,IN,1,12,0.0322,0.0275,2,2,2,wrong_item,16,True,clothing,0
44.87,USD,CA,AU,1,7,0.0743,0.0217,1,0,1,damaged,13,True,beauty,0
29.85,CAD,DE,CN,1,7,0.0872,0.0,0,1,3,changed_mind,14,True,clothing,0
840.9,CAD,NG,DE,1,13,0.1126,0.0057,2,1,3,changed_mind,11,True,home,0
39.72,GBP,NG,BR,1,10,0.0813,0.0625,4,2,1,damaged,18,True,sports,0
26.56,AUD,NG,US,1,5,0.1626,0.009,2,0,1,other,21,True,food,0
11.43,CAD,BR,CA,1,10,0.0303,0.0196,3,2,0,other,8,True,food,0
85.22,EUR,AU,DE,1,9,0.0863,0.0269,2,1,5,damaged,15,True,electronics,0
101.43,EUR,CN,DE,1,7,0.1846,0.0218,1,1,2,other,16,True,clothing,0
335.65,USD,DE,CN,1,3,0.0435,0.0095,6,0,1,damaged,12,False,sports,0
62.23,USD,FR,GB,1,7,0.0508,0.0061,1,3,1,other,25,True,food,0
29.0,AUD,IN,BR,1,8,0.0515,0.0118,2,2,2,damaged,11,True,beauty,0
98.34,CAD,FR,US,1,12,0.0742,0.0078,2,3,1,other,12,True,sports,0
81.85,CAD,IN,US,1,9,0.1813,0.0145,1,0,0,other,15,True,electronics,0
61.76,GBP,DE,BR,1,11,0.0982,0.0052,3,0,0,damaged,11,False,electronics,0
578.22,EUR,CN,BR,1,8,0.0877,0.0076,6,0,4,changed_mind,13,True,food,0
85.01,AUD,GB,US,1,5,0.1093,0.0469,2,1,2,damaged,14,True,clothing,0
38.22,AUD,IN,AU,1,8,0.0356,0.006,2,3,3,other,14,True,electronics,0
23.17,AUD,BR,FR,1,3,0.0286,0.0043,2,2,0,other,21,False,beauty,0
64.83,USD,CA,AU,1,8,0.0593,0.0214,2,3,1,damaged,7,True,clothing,0
171.59,USD,CN,CN,0,10,0.1598,0.0031,0,0,1,other,11,True,clothing,0
40.73,USD,BR,IN,1,13,0.0378,0.0204,2,1,4,wrong_item,13,True,clothing,0
23.87,EUR,GB,US,1,5,0.0605,0.0013,4,1,3,not_as_described,9,True,home,0
83.35,GBP,AU,US,1,4,0.094,0.0179,3,0,0,wrong_item,21,True,sports,0
92.85,EUR,NG,AU,1,14,0.0893,0.0049,4,1,1,not_as_described,14,True,home,0
89.89,USD,NG,NG,0,6,0.0428,0.0122,1,0,4,other,18,True,sports,0
272.21,CAD,US,CN,1,4,0.0188,0.0014,2,1,1,changed_mind,12,True,electronics,0
33.3,AUD,DE,FR,1,11,0.015,0.0075,2,1,0,damaged,20,True,food,0
36.14,AUD,AU,US,1,11,0.0818,0.0614,1,1,1,not_as_described,16,True,clothing,0
36.03,GBP,GB,DE,1,6,0.1273,0.092,4,0,0,changed_mind,14,True,clothing,0
20.24,CAD,DE,AU,1,9,0.0459,0.0001,1,1,0,other,15,True,electronics,0
323.46,GBP,US,US,0,9,0.0414,0.0028,3,2,3,changed_mind,10,True,beauty,0
159.76,EUR,DE,NG,1,13,0.0186,0.0237,1,0,1,not_as_described,14,True,food,1
127.42,CAD,IN,NG,1,11,0.1392,0.0011,3,2,2,changed_mind,15,False,home,1
59.48,EUR,FR,NG,1,9,0.0865,0.0287,0,1,2,changed_mind,5,True,clothing,0
28.38,AUD,CN,CA,1,13,0.1975,0.005,0,2,1,other,13,True,beauty,0
18.52,CAD,AU,CA,1,8,0.1237,0.0011,2,0,1,not_as_described,20,True,electronics,0
28.45,EUR,US,CA,1,8,0.0307,0.0162,2,0,2,other,14,True,electronics,0
34.53,USD,FR,CN,1,3,0.1365,0.0016,4,0,5,other,13,True,food,0
12.12,GBP,DE,AU,1,10,0.0224,0.0021,1,1,2,damaged,13,True,beauty,0
39.58,AUD,DE,IN,1,10,0.1374,0.0079,0,0,1,not_as_described,11,False,clothing,0
15.63,CAD,BR,IN,1,7,0.1674,0.0634,1,1,2,wrong_item,18,True,clothing,0
151.94,CAD,GB,CA,1,7,0.1113,0.0199,4,2,0,damaged,8,True,food,0
66.83,GBP,CN,CA,1,3,0.0606,0.0004,1,2,0,other,10,True,home,0
22.2,USD,BR,CN,1,9,0.1792,0.0608,0,2,1,other,11,True,home,0
10.57,USD,FR,US,1,14,0.0575,0.0068,1,1,0,damaged,11,True,home,0
66.7,CAD,US,AU,1,7,0.0444,0.0308,2,2,0,not_as_described,14,True,food,0
61.33,CAD,AU,GB,1,6,0.1211,0.0087,0,0,1,damaged,14,True,electronics,0
61.26,USD,BR,GB,1,7,0.0707,0.0033,3,1,2,changed_mind,16,True,food,0
46.22,USD,NG,CA,1,8,0.084,0.0053,3,0,1,damaged,11,True,clothing,0
39.53,USD,BR,CA,1,10,0.0388,0.0117,1,0,1,damaged,8,True,home,0
33.74,EUR,CA,AU,1,11,0.0379,0.0326,3,3,0,other,8,True,beauty,0
21.36,CAD,GB,GB,0,11,0.0469,0.0098,2,3,4,damaged,24,True,electronics,0
76.23,EUR,CA,FR,1,8,0.0724,0.0184,4,3,2,not_as_described,11,True,food,0
17.67,GBP,NG,GB,1,8,0.166,0.0032,3,2,3,other,8,True,home,0
68.39,USD,CN,BR,1,8,0.1175,0.0333,0,1,2,not_as_described,14,True,food,0
10.66,USD,CN,GB,1,11,0.0336,0.0242,2,0,3,damaged,9,False,sports,0
244.77,CAD,DE,GB,1,9,0.1538,0.0102,3,0,1,other,16,True,beauty,0
20.6,USD,CA,AU,1,8,0.1079,0.0075,1,2,1,changed_mind,14,True,clothing,0
59.19,USD,CN,BR,1,7,0.0671,0.0396,2,1,3,changed_mind,13,True,food,0
59.31,EUR,NG,NG,0,5,0.0978,0.0421,2,0,1,wrong_item,11,True,sports,0
7.35,CAD,BR,NG,1,5,0.0783,0.0082,2,1,2,damaged,12,True,electronics,0
220.72,CAD,CA,BR,1,7,0.0582,0.0235,3,1,2,other,13,True,home,0
5.55,AUD,DE,US,1,10,0.108,0.0043,1,2,0,wrong_item,17,True,home,0
39.56,CAD,DE,NG,1,9,0.1509,0.035,2,3,2,damaged,13,True,electronics,0
96.65,AUD,AU,FR,1,11,0.0289,0.007,4,1,2,damaged,14,True,electronics,0
47.17,CAD,CA,US,1,7,0.0108,0.0114,4,2,0,other,17,True,beauty,0
43.11,AUD,CN,CN,0,5,0.0154,0.0267,3,1,3,damaged,15,True,home,0
12.33,GBP,DE,AU,1,6,0.1029,0.0248,5,0,0,other,13,False,beauty,0
16.83,AUD,FR,NG,1,12,0.2292,0.0316,4,2,1,damaged,15,True,home,0
107.52,CAD,AU,AU,0,12,0.0358,0.0767,0,0,1,other,24,True,electronics,0
42.88,GBP,FR,FR,0,7,0.0458,0.0163,3,2,2,wrong_item,13,True,beauty,0
207.74,EUR,BR,DE,1,11,0.1008,0.0049,1,1,4,damaged,9,True,clothing,0
30.82,GBP,FR,GB,1,9,0.0317,0.0481,3,1,4,wrong_item,7,False,food,0
43.4,EUR,NG,CA,1,6,0.0669,0.0005,2,0,1,not_as_described,13,True,electronics,0
57.04,GBP,BR,US,1,4,0.075,0.0016,0,0,0,changed_mind,16,True,electronics,0
240.75,CAD,DE,FR,1,5,0.066,0.0269,1,1,4,changed_mind,24,True,home,0
35.06,AUD,CA,GB,1,9,0.0245,0.0129,0,2,1,changed_mind,17,True,food,0
24.43,GBP,DE,IN,1,8,0.0313,0.002,4,1,5,wrong_item,21,True,electronics,0
26.14,GBP,US,FR,1,6,0.3356,0.0027,2,0,4,damaged,8,True,electronics,0
37.79,GBP,AU,IN,1,5,0.024,0.0112,2,2,2,damaged,6,True,home,0
96.18,CAD,BR,BR,0,8,0.0281,0.0432,2,0,1,damaged,11,True,food,0
349.38,CAD,BR,CA,1,7,0.1101,0.0477,2,1,2,other,13,False,home,1
75.12,EUR,NG,CA,1,10,0.0861,0.0643,1,0,2,damaged,14,True,clothing,0
19.93,USD,CN,CA,1,5,0.0479,0.0176,1,0,0,not_as_described,13,True,clothing,0
86.99,CAD,NG,US,1,10,0.1782,0.0056,1,1,0,wrong_item,12,True,beauty,0
46.27,AUD,US,IN,1,8,0.0631,0.0319,2,0,2,other,14,True,sports,0
66.65,EUR,IN,AU,1,11,0.0241,0.0175,2,2,1,not_as_described,10,False,home,0
213.18,CAD,CA,AU,1,11,0.1687,0.0052,5,0,2,wrong_item,15,True,sports,0
103.0,CAD,FR,IN,1,7,0.2315,0.0252,3,3,1,other,19,True,home,0
22.42,AUD,US,FR,1,5,0.0125,0.0277,1,2,1,damaged,15,True,clothing,0
28.03,CAD,FR,GB,1,7,0.155,0.0113,2,0,1,other,14,True,food,0
82.18,USD,US,US,0,8,0.0264,0.0139,4,1,1,not_as_described,17,True,sports,0
101.19,GBP,CA,NG,1,9,0.0236,0.0041,3,1,2,not_as_described,11,True,electronics,0
34.21,EUR,GB,GB,0,8,0.261,0.021,3,0,0,wrong_item,11,True,food,0
49.83,EUR,BR,US,1,6,0.0922,0.0312,2,1,0,changed_mind,16,False,home,0
94.67,USD,FR,IN,1,6,0.1122,0.0089,3,1,1,changed_mind,18,True,home,0
171.8,EUR,CA,CA,0,6,0.1028,0.044,0,2,1,other,12,True,electronics,0
7.69,GBP,DE,BR,1,10,0.0043,0.015,2,2,2,not_as_described,13,True,beauty,0
31.16,USD,DE,NG,1,8,0.1432,0.0047,0,1,3,changed_mind,16,True,food,0
169.14,USD,AU,BR,1,4,0.1362,0.0105,0,1,1,changed_mind,10,True,beauty,0
166.75,EUR,US,DE,1,11,0.141,0.0274,3,0,3,wrong_item,14,True,clothing,0
36.07,AUD,FR,FR,0,10,0.0756,0.011,3,0,0,wrong_item,18,True,home,0
54.03,CAD,DE,FR,1,7,0.1436,0.0366,0,2,2,damaged,19,True,clothing,0
23.69,USD,DE,US,1,13,0.118,0.0094,2,2,3,other,14,True,sports,0
261.33,USD,US,DE,1,5,0.1455,0.0304,1,1,0,other,15,True,electronics,0
151.45,USD,BR,BR,0,5,0.045,0.0612,2,4,2,not_as_described,17,True,sports,0
126.09,AUD,AU,IN,1,6,0.0382,0.0118,7,3,2,damaged,13,True,electronics,0
58.16,AUD,AU,FR,1,6,0.0156,0.0091,1,0,0,changed_mind,20,True,food,0
35.85,EUR,AU,BR,1,8,0.0724,0.065,0,1,0,damaged,17,False,food,0
47.17,GBP,CN,BR,1,4,0.1421,0.0364,4,0,3,changed_mind,19,True,home,0
118.87,USD,IN,IN,0,2,0.0477,0.0078,3,1,2,wrong_item,12,True,sports,0
24.37,GBP,AU,AU,0,6,0.1123,0.058,1,2,1,other,17,True,home,0
161.09,EUR,FR,DE,1,4,0.1884,0.0089,0,2,1,damaged,12,True,food,0
733.52,USD,IN,US,1,10,0.061,0.0081,5,0,2,other,15,True,food,0
50.81,CAD,AU,NG,1,8,0.1131,0.0026,2,1,2,damaged,18,True,beauty,0
23.65,EUR,IN,US,1,11,0.0082,0.0335,1,1,2,wrong_item,13,True,beauty,0
54.27,AUD,BR,BR,0,6,0.1315,0.0069,2,2,0,not_as_described,9,True,food,0
50.57,CAD,NG,US,1,5,0.06,0.0026,1,0,0,not_as_described,19,True,clothing,0
119.61,AUD,GB,CA,1,7,0.1435,0.0492,3,1,2,changed_mind,17,True,electronics,0
27.74,AUD,DE,DE,0,13,0.0555,0.032,0,4,2,changed_mind,12,True,electronics,0
113.04,GBP,AU,FR,1,3,0.1038,0.0006,0,0,1,changed_mind,16,True,food,0
35.56,USD,DE,CA,1,8,0.1424,0.0164,1,0,1,wrong_item,18,True,home,0
43.72,EUR,FR,US,1,8,0.0544,0.0236,3,0,1,other,14,True,home,0
82.05,EUR,US,GB,1,6,0.1109,0.0333,2,1,2,other,23,True,electronics,0
59.41,GBP,US,IN,1,7,0.1423,0.0005,2,3,2,changed_mind,13,True,sports,0
235.81,EUR,NG,IN,1,7,0.1154,0.0401,2,1,1,changed_mind,20,True,clothing,0
35.07,EUR,FR,FR,0,5,0.1194,0.0184,1,1,3,damaged,20,True,clothing,0
140.09,GBP,AU,DE,1,13,0.1488,0.0102,2,1,2,wrong_item,20,True,home,0
43.72,USD,US,GB,1,8,0.0927,0.0042,0,1,1,damaged,11,True,food,0
62.14,AUD,FR,FR,0,11,0.1216,0.0195,0,0,1,damaged,14,True,home,0
313.55,GBP,NG,GB,1,4,0.056,0.02,5,1,1,damaged,7,True,electronics,0
120.76,GBP,FR,IN,1,8,0.0182,0.0096,2,1,3,changed_mind,19,True,sports,0
30.88,AUD,NG,CA,1,7,0.1153,0.001,4,1,0,changed_mind,13,True,food,0
6.48,USD,CA,CA,0,8,0.0331,0.0037,1,4,0,changed_mind,10,True,beauty,0
23.66,GBP,DE,IN,1,8,0.0742,0.011,1,1,2,damaged,21,False,home,0
34.87,GBP,AU,NG,1,5,0.0201,0.0078,3,1,2,other,13,True,clothing,0
28.18,AUD,BR,FR,1,7,0.115,0.0025,4,0,1,damaged,14,True,home,0
70.27,GBP,AU,AU,0,14,0.0781,0.0042,2,1,0,other,16,True,electronics,0
82.06,EUR,IN,FR,1,6,0.0605,0.0605,3,1,2,damaged,11,True,home,0
44.67,AUD,FR,CA,1,5,0.0826,0.0002,2,2,3,changed_mind,10,True,clothing,0
255.84,CAD,NG,BR,1,6,0.0851,0.0193,3,2,0,changed_mind,15,True,electronics,0
149.17,USD,BR,FR,1,11,0.1371,0.0031,1,1,1,changed_mind,12,True,home,0
28.11,AUD,BR,US,1,8,0.0639,0.0686,0,1,0,changed_mind,16,False,sports,0
32.8,USD,AU,IN,1,11,0.0974,0.0196,4,1,3,changed_mind,12,False,beauty,0
24.71,AUD,DE,BR,1,8,0.1336,0.0124,0,0,0,changed_mind,14,False,food,0
118.28,USD,GB,BR,1,10,0.2153,0.0298,1,1,1,other,12,True,clothing,0
101.35,EUR,CN,DE,1,6,0.0983,0.008,1,2,2,changed_mind,14,True,beauty,0
