order_amount,currency,billing_country,shipping_country,country_mismatch,customer_total_orders,customer_refund_rate,customer_dispute_rate,device_reuse_count,ip_reuse_count,order_velocity_24h,is_fraud
28.99,USD,NG,AU,1,8,0.2051,0.0065,1,2,0,0
158.91,AUD,FR,GB,1,11,0.1011,0.0274,6,2,0,0
134.46,GBP,FR,DE,1,8,0.0697,0.0265,1,1,2,0
132.94,GBP,IN,NG,1,8,0.1236,0.0111,4,1,6,0
46.76,GBP,FR,FR,0,7,0.1525,0.0198,2,0,1,0
35.26,GBP,AU,IN,1,8,0.2592,0.0005,3,2,2,0
22.88,CAD,US,BR,1,9,0.0369,0.0124,0,2,2,0
24.36,USD,GB,US,1,8,0.0117,0.0031,2,1,4,0
21.82,EUR,CN,CN,0,4,0.0646,0.0039,1,4,3,0
78.79,AUD,FR,DE,1,8,0.0282,0.0158,0,1,3,0
43.45,USD,GB,BR,1,9,0.0217,0.028,3,0,3,0
84.05,AUD,DE,FR,1,9,0.1624,0.0136,3,0,0,0
88.93,GBP,DE,AU,1,6,0.0543,0.0076,1,0,1,1
18.92,USD,CA,DE,1,10,0.0591,0.0259,2,0,0,0
18.36,GBP,CA,NG,1,9,0.0795,0.0139,1,2,0,0
43.44,CAD,BR,GB,1,9,0.0705,0.0062,0,2,2,0
25.15,EUR,GB,NG,1,8,0.0404,0.0556,2,0,0,0
22.64,CAD,DE,CA,1,7,0.0407,0.0269,0,2,1,0
297.58,USD,FR,NG,1,9,0.1462,0.0224,1,1,2,0
11.78,USD,AU,US,1,9,0.0643,0.0258,2,2,2,0
412.84,CAD,NG,US,1,8,0.0154,0.0225,3,2,3,0
72.88,GBP,CN,US,1,7,0.021,0.0275,1,1,2,0
146.38,CAD,CA,AU,1,8,0.0176,0.0013,4,1,4,0
130.1,AUD,AU,CA,1,8,0.055,0.0584,0,3,3,1
101.19,AUD,US,AU,1,6,0.0902,0.0008,1,0,2,1
287.68,GBP,IN,NG,1,7,0.1064,0.0253,3,2,0,0
18.5,GBP,GB,US,1,6,0.0356,0.0064,6,0,2,0
46.69,AUD,US,AU,1,11,0.0681,0.0505,2,2,1,0
23.27,AUD,IN,BR,1,13,0.1015,0.0061,1,1,2,0
10.01,USD,GB,FR,1,9,0.0918,0.0093,2,0,1,0
28.18,GBP,FR,CN,1,8,0.1619,0.0239,4,0,1,0
355.15,AUD,GB,IN,1,9,0.07,0.0698,0,0,2,0
45.9,USD,BR,US,1,10,0.1108,0.0553,5,2,3,0
396.83,AUD,BR,AU,1,7,0.0563,0.0587,5,1,2,1
439.58,CAD,AU,DE,1,10,0.116,0.0867,1,2,1,0
1091.31,USD,NG,GB,1,8,0.0471,0.0065,1,1,1,0
367.05,CAD,FR,CN,1,13,0.0724,0.013,2,0,1,0
577.17,GBP,GB,CA,1,7,0.0381,0.0004,1,0,1,0
75.58,EUR,GB,US,1,7,0.0947,0.0478,0,0,3,0
68.6,CAD,CA,CA,0,7,0.1599,0.0088,2,0,1,0
73.32,CAD,CA,NG,1,7,0.1569,0.0454,0,0,3,0
54.6,AUD,DE,AU,1,7,0.1894,0.0167,3,1,1,0
63.41,GBP,CA,NG,1,7,0.0365,0.0011,3,1,2,0
115.84,USD,AU,FR,1,13,0.0354,0.0076,0,1,1,0
34.27,AUD,GB,GB,0,8,0.0217,0.0064,1,1,2,0
13.77,EUR,IN,DE,1,6,0.1358,0.0016,3,2,1,0
78.54,CAD,DE,GB,1,8,0.0298,0.0009,4,0,1,0
27.31,CAD,IN,AU,1,5,0.0301,0.0377,1,0,3,0
30.29,USD,AU,CA,1,10,0.066,0.0163,0,2,1,0
47.33,GBP,CN,CN,0,10,0.1471,0.0232,1,1,3,0
37.63,USD,FR,DE,1,6,0.0486,0.0078,2,2,1,0
165.68,CAD,CA,DE,1,9,0.0775,0.0048,1,2,3,0
46.21,CAD,AU,CN,1,8,0.2109,0.0397,1,1,1,1
174.24,GBP,IN,AU,1,14,0.0482,0.0526,1,4,1,0
67.09,EUR,FR,GB,1,4,0.1078,0.0055,1,1,1,0
49.97,AUD,AU,FR,1,4,0.0556,0.0305,6,0,2,0
63.96,USD,FR,CA,1,8,0.0086,0.0335,4,1,1,0
15.0,USD,DE,BR,1,5,0.0795,0.016,3,0,2,0
76.56,EUR,DE,AU,1,14,0.016,0.006,1,0,1,0
127.64,AUD,CN,BR,1,3,0.0861,0.0024,4,0,2,0
147.06,AUD,IN,CN,1,9,0.0759,0.0309,5,1,1,0
14.12,GBP,US,BR,1,10,0.1095,0.0346,1,0,3,0
11.95,AUD,CN,DE,1,7,0.1094,0.0116,3,3,1,0
31.92,AUD,BR,CA,1,9,0.0814,0.0047,1,1,1,0
218.04,GBP,US,AU,1,5,0.1096,0.0023,2,2,3,0
68.1,USD,BR,FR,1,8,0.1132,0.0174,2,0,0,0
25.16,AUD,AU,DE,1,7,0.1801,0.0026,1,3,1,1
12.77,CAD,CN,NG,1,9,0.2272,0.0122,0,1,1,0
27.55,USD,FR,CN,1,11,0.0351,0.0289,0,1,4,0
25.75,AUD,AU,DE,1,5,0.0526,0.0381,3,1,2,0
139.16,EUR,DE,IN,1,4,0.0926,0.0121,2,0,5,0
150.29,CAD,DE,CN,1,8,0.0675,0.0065,4,1,1,0
19.11,EUR,IN,US,1,8,0.0639,0.0202,1,1,3,0
115.95,USD,NG,DE,1,12,0.0239,0.0234,0,1,2,0
104.66,GBP,NG,BR,1,2,0.0765,0.0118,1,1,2,0
16.78,GBP,BR,FR,1,6,0.0608,0.0116,0,0,1,0
50.21,AUD,IN,BR,1,7,0.0822,0.0109,2,3,0,1
76.77,USD,AU,FR,1,7,0.1552,0.0041,6,1,1,0
64.28,AUD,DE,US,1,7,0.0618,0.0002,1,0,1,0
9.87,USD,BR,FR,1,6,0.1888,0.0018,3,0,1,0
62.25,AUD,DE,FR,1,5,0.0817,0.0131,2,0,2,0
103.16,CAD,CA,NG,1,9,0.0967,0.016,2,0,1,0
264.96,EUR,NG,GB,1,3,0.1035,0.019,1,2,0,0
27.97,AUD,AU,GB,1,11,0.1037,0.028,5,0,1,0
31.64,EUR,DE,GB,1,7,0.027,0.0582,3,3,0,0
44.31,CAD,NG,AU,1,6,0.183,0.0159,4,0,1,0
73.06,USD,CN,CN,0,9,0.2258,0.0113,3,2,2,0
60.16,USD,DE,IN,1,10,0.0953,0.0037,1,2,1,0
99.91,EUR,AU,NG,1,7,0.0513,0.0768,1,2,0,0
17.72,EUR,FR,NG,1,10,0.0405,0.0045,4,0,2,0
81.2,EUR,BR,IN,1,9,0.1191,0.0136,2,4,2,0
25.99,EUR,CN,IN,1,5,0.0747,0.0215,3,1,2,0
47.31,CAD,AU,CA,1,11,0.0914,0.0361,2,0,0,0
301.27,USD,BR,CN,1,7,0.0275,0.0027,3,0,1,0
13.49,CAD,AU,BR,1,12,0.0937,0.0299,0,1,0,0
41.29,AUD,NG,NG,0,10,0.0235,0.0456,2,1,6,0
15.26,AUD,FR,CN,1,9,0.0375,0.0154,4,2,1,0
63.63,USD,DE,DE,0,6,0.0379,0.0261,0,3,3,0
155.75,AUD,FR,GB,1,4,0.0988,0.0053,4,3,3,0
64.69,USD,CN,NG,1,8,0.089,0.0214,1,3,0,0
48.58,USD,IN,FR,1,15,0.1377,0.0105,0,0,1,0
206.11,CAD,GB,CN,1,5,0.2101,0.0024,2,2,2,0
75.98,CAD,US,IN,1,18,0.1677,0.0199,4,1,0,0
123.91,USD,AU,CA,1,8,0.0858,0.0089,3,0,1,0
111.64,GBP,NG,DE,1,14,0.1741,0.0357,1,0,2,0
3.08,GBP,FR,IN,1,12,0.1108,0.0087,0,1,0,0
50.57,CAD,AU,DE,1,3,0.0393,0.0085,1,0,3,0
18.58,GBP,BR,CA,1,7,0.014,0.0112,1,0,1,0
23.82,CAD,AU,CA,1,6,0.0719,0.034,1,1,0,0
238.55,USD,CN,IN,1,8,0.0146,0.0029,5,1,1,0
37.53,AUD,IN,US,1,18,0.1025,0.0094,2,1,1,0
362.33,GBP,BR,US,1,7,0.0908,0.0049,5,0,2,0
13.36,CAD,BR,US,1,16,0.0179,0.0084,3,1,1,0
18.47,GBP,IN,BR,1,6,0.032,0.008,3,1,1,0
117.02,EUR,US,US,0,10,0.1626,0.0125,3,2,0,0
38.81,CAD,FR,FR,0,12,0.0489,0.0103,1,3,2,0
74.24,EUR,GB,GB,0,5,0.0674,0.0368,2,1,3,0
48.8,EUR,AU,AU,0,9,0.0197,0.0123,0,0,2,0
47.34,GBP,GB,US,1,7,0.2217,0.0105,0,2,3,0
40.28,EUR,AU,US,1,8,0.068,0.026,1,1,1,0
65.33,AUD,DE,FR,1,10,0.0295,0.0125,2,1,4,0
103.71,CAD,US,IN,1,8,0.0652,0.0133,2,2,2,0
274.35,EUR,GB,GB,0,7,0.1678,0.0927,3,2,1,0
44.59,USD,AU,FR,1,10,0.1386,0.0255,2,1,3,0
36.83,EUR,US,NG,1,10,0.1145,0.0087,2,1,1,0
32.38,USD,NG,IN,1,6,0.0816,0.0079,2,1,3,0
237.41,EUR,BR,BR,0,15,0.1436,0.0075,1,0,1,0
108.89,EUR,BR,DE,1,10,0.1329,0.0138,0,2,1,0
8.17,CAD,GB,CN,1,7,0.2768,0.0383,1,0,1,0
7.82,USD,BR,GB,1,1,0.1844,0.0044,0,0,1,1
23.81,USD,IN,IN,0,6,0.015,0.0305,4,1,3,0
68.73,USD,DE,FR,1,6,0.0083,0.047,2,2,2,0
52.8,AUD,US,US,0,3,0.0692,0.0064,2,1,0,0
91.36,AUD,AU,CN,1,7,0.0079,0.0344,4,1,2,0
45.81,EUR,BR,BR,0,6,0.1686,0.0331,1,0,2,0
220.84,GBP,US,CA,1,7,0.0769,0.0084,1,2,1,0
118.17,EUR,US,US,0,6,0.0513,0.0377,2,2,1,0
59.0,GBP,DE,IN,1,9,0.0244,0.0102,4,0,1,0
171.63,GBP,AU,AU,0,7,0.0166,0.0432,2,1,0,0
10.5,EUR,FR,US,1,9,0.0729,0.001,2,0,4,0
50.15,CAD,FR,CN,1,9,0.1403,0.0128,0,1,2,0
62.65,USD,CA,BR,1,8,0.0641,0.0147,3,0,1,0
99.69,CAD,US,FR,1,6,0.0641,0.0341,3,1,2,0
9.82,CAD,US,CA,1,8,0.1756,0.0386,1,0,1,0
42.08,USD,US,CA,1,7,0.0983,0.0218,0,5,0,0
81.49,CAD,IN,FR,1,2,0.233,0.0039,3,1,0,0
87.98,CAD,BR,US,1,12,0.0131,0.0073,2,1,1,0
178.78,AUD,FR,DE,1,13,0.2816,0.008,4,0,1,0
116.92,AUD,US,CA,1,4,0.1624,0.0048,4,1,1,1
51.38,USD,FR,GB,1,8,0.0687,0.0151,2,0,2,0
107.23,USD,CN,GB,1,10,0.1155,0.0259,2,2,1,0
44.64,USD,CA,DE,1,7,0.091,0.0175,6,1,1,0
63.23,GBP,FR,DE,1,13,0.2332,0.021,0,2,1,0
120.88,CAD,AU,DE,1,11,0.1193,0.0214,3,2,2,0
52.18,CAD,DE,IN,1,9,0.087,0.0676,1,2,1,0
78.41,EUR,FR,AU,1,9,0.1095,0.0116,4,3,1,0
142.78,EUR,FR,GB,1,19,0.1854,0.0035,3,2,0,0
111.29,USD,FR,CN,1,2,0.1643,0.0112,3,1,1,0
187.44,EUR,BR,BR,0,7,0.1863,0.0043,2,0,0,0
560.29,EUR,AU,FR,1,8,0.0491,0.0024,1,1,4,0
110.27,EUR,US,US,0,10,0.0237,0.0315,1,3,0,0
34.42,USD,US,CN,1,12,0.0227,0.0225,3,1,3,0
91.09,EUR,FR,BR,1,10,0.0682,0.0177,5,1,3,0
87.25,AUD,CN,FR,1,7,0.1739,0.0412,2,2,2,0
100.84,EUR,US,GB,1,7,0.0586,0.016,2,0,0,0
243.48,AUD,US,GB,1,4,0.0336,0.0319,2,2,2,0
10.13,USD,IN,CA,1,11,0.0199,0.0318,2,1,4,0
248.1,CAD,FR,CA,1,7,0.1451,0.0268,3,1,0,0
347.38,USD,CA,CA,0,13,0.025,0.0134,7,2,0,0
96.36,EUR,CA,FR,1,7,0.0641,0.0005,2,0,0,0
98.7,AUD,IN,US,1,8,0.0686,0.0055,1,1,1,0
42.88,CAD,AU,DE,1,9,0.0402,0.0119,1,1,1,0
54.94,GBP,IN,NG,1,11,0.087,0.0061,3,3,3,0
109.72,CAD,CA,NG,1,12,0.1737,0.0601,6,1,4,0
102.88,CAD,AU,US,1,12,0.0675,0.0166,2,1,2,0
112.25,CAD,NG,IN,1,4,0.0443,0.0063,3,0,2,0
102.17,GBP,DE,CN,1,3,0.2103,0.0028,3,1,2,0
134.07,GBP,DE,AU,1,6,0.0711,0.0615,2,3,3,0
119.9,USD,GB,DE,1,9,0.1088,0.0024,2,1,0,0
19.6,AUD,IN,FR,1,11,0.1068,0.0274,1,0,1,0
125.5,GBP,US,CA,1,9,0.1278,0.0257,2,0,1,0
350.23,EUR,CA,DE,1,12,0.2056,0.0197,2,0,2,0
53.16,USD,BR,CN,1,12,0.0558,0.0052,1,0,1,0
244.56,CAD,US,IN,1,10,0.0223,0.0365,2,2,2,0
21.82,CAD,CN,FR,1,9,0.0322,0.0104,1,0,3,0
53.0,AUD,FR,GB,1,9,0.2566,0.0028,2,2,2,0
28.76,AUD,DE,CN,1,9,0.0316,0.0048,2,0,2,0
216.85,AUD,AU,GB,1,14,0.0458,0.0257,1,0,2,0
281.6,CAD,IN,BR,1,11,0.0562,0.0018,1,1,1,0
49.44,AUD,FR,DE,1,7,0.0587,0.0126,1,2,3,0
176.1,USD,NG,CA,1,13,0.0149,0.0047,1,1,2,0
284.47,EUR,CN,GB,1,6,0.0695,0.013,4,1,0,0
52.83,GBP,CA,DE,1,8,0.0336,0.0149,5,0,2,0
62.16,CAD,BR,IN,1,12,0.053,0.001,3,0,4,0
113.71,EUR,DE,FR,1,10,0.075,0.0013,3,1,0,1
23.51,EUR,CN,US,1,6,0.0938,0.0223,3,0,0,1
60.95,AUD,CA,CA,0,16,0.1055,0.002,1,3,5,0
465.35,CAD,CA,GB,1,9,0.0771,0.0054,2,0,0,0
33.12,CAD,BR,FR,1,7,0.0611,0.0029,2,3,0,0
128.23,USD,BR,CN,1,6,0.0251,0.0329,2,0,0,0
92.19,GBP,GB,CN,1,10,0.1421,0.0263,1,0,3,0
46.35,GBP,AU,CN,1,9,0.063,0.0447,5,0,0,0
68.15,CAD,DE,GB,1,4,0.0842,0.0022,1,3,1,1
315.01,AUD,IN,FR,1,9,0.1404,0.0515,5,3,4,0
94.97,EUR,AU,US,1,7,0.0311,0.0098,4,0,1,0
111.03,AUD,CN,FR,1,14,0.0991,0.0135,1,2,1,0
270.66,CAD,CN,AU,1,5,0.0116,0.0111,3,2,2,0
40.88,GBP,IN,BR,1,8,0.113,0.0157,2,1,1,0
19.16,AUD,IN,DE,1,5,0.0834,0.0049,2,1,1,0
320.01,USD,NG,US,1,8,0.0288,0.0352,1,2,4,0
62.58,CAD,GB,FR,1,10,0.09,0.0228,3,1,3,0
133.43,EUR,BR,FR,1,10,0.0059,0.0132,2,0,2,0
25.47,CAD,BR,IN,1,12,0.0665,0.01,0,0,0,0
80.52,USD,GB,US,1,3,0.0996,0.0228,2,2,2,0
18.23,CAD,NG,IN,1,11,0.1175,0.0012,1,2,1,0
58.19,USD,IN,FR,1,8,0.1358,0.0003,0,0,1,0
28.56,EUR,DE,BR,1,5,0.1777,0.023,2,1,1,0
22.7,AUD,FR,CN,1,10,0.0223,0.0166,2,0,2,0
40.32,CAD,FR,CA,1,8,0.1129,0.0104,1,1,1,0
5.51,GBP,CN,BR,1,6,0.0205,0.0339,3,2,0,0
17.12,EUR,CN,GB,1,9,0.0722,0.0302,0,0,1,0
119.39,USD,NG,CN,1,11,0.113,0.0187,4,0,2,0
77.3,USD,IN,FR,1,8,0.0391,0.0211,0,2,0,0
18.65,CAD,GB,BR,1,9,0.0257,0.0053,1,0,2,0
94.43,EUR,CN,BR,1,9,0.0926,0.0336,0,3,4,1
22.69,USD,GB,IN,1,7,0.0464,0.0195,0,1,0,0
112.39,GBP,GB,DE,1,9,0.0312,0.0031,2,3,3,0
48.64,EUR,US,BR,1,4,0.1699,0.0219,3,1,1,0
39.44,AUD,CN,FR,1,9,0.0856,0.0104,1,0,0,0
49.85,EUR,FR,IN,1,7,0.0484,0.0353,1,3,1,0
705.94,EUR,CA,IN,1,6,0.0834,0.0242,3,2,0,0
25.56,USD,US,FR,1,11,0.0271,0.0143,4,1,1,1
68.48,USD,FR,GB,1,8,0.0636,0.0299,5,3,1,1
119.27,GBP,BR,CA,1,10,0.0911,0.041,1,1,1,0
20.85,EUR,CN,CN,0,5,0.079,0.0256,3,1,0,0
11.09,CAD,AU,AU,0,10,0.0097,0.0,1,3,2,0
29.93,AUD,IN,IN,0,9,0.0634,0.0107,2,1,1,0
116.68,GBP,NG,CA,1,7,0.0985,0.0069,1,2,1,0
38.78,EUR,CN,BR,1,13,0.0964,0.0294,3,0,2,0
43.33,AUD,CA,FR,1,12,0.0907,0.0133,2,0,2,0
135.74,AUD,CN,CA,1,5,0.0169,0.0006,1,1,0,0
24.38,AUD,AU,GB,1,7,0.057,0.0008,2,2,2,0
49.96,AUD,CN,DE,1,3,0.1733,0.0078,3,0,2,0
12.02,AUD,GB,AU,1,4,0.0191,0.0081,2,0,2,0
75.24,CAD,US,CA,1,6,0.0646,0.0157,3,0,5,0
68.68,AUD,NG,CA,1,10,0.2263,0.0034,0,0,2,0
120.97,EUR,IN,CA,1,3,0.0244,0.0268,1,0,0,0
17.37,AUD,GB,CA,1,9,0.1684,0.0053,2,1,2,0
45.07,USD,NG,BR,1,9,0.0452,0.0296,2,0,0,0
15.2,AUD,GB,FR,1,9,0.0277,0.0071,3,1,2,0
42.69,EUR,IN,FR,1,13,0.0671,0.0282,4,1,0,0
240.28,EUR,CA,GB,1,12,0.2574,0.0345,1,2,1,0
39.62,CAD,US,AU,1,12,0.0866,0.0189,1,2,0,0
13.93,USD,NG,CN,1,7,0.1032,0.0056,2,2,0,0
27.66,AUD,NG,BR,1,7,0.0906,0.0216,3,1,0,0
10.9,CAD,GB,FR,1,7,0.0387,0.0243,1,0,1,0
14.94,USD,US,DE,1,9,0.1608,0.0026,4,0,0,0
106.8,AUD,IN,DE,1,11,0.1033,0.0185,2,1,2,0
12.85,USD,US,US,0,5,0.0926,0.0082,0,1,2,0
74.61,AUD,BR,US,1,11,0.181,0.0213,2,2,4,0
56.02,AUD,CN,BR,1,8,0.0536,0.0496,2,3,1,0
32.09,CAD,BR,NG,1,7,0.0492,0.0046,1,0,3,0
68.54,CAD,CA,CN,1,7,0.1653,0.0034,1,1,2,0
21.38,AUD,GB,IN,1,5,0.0748,0.0025,3,3,2,0
126.58,AUD,IN,CN,1,7,0.2242,0.0003,1,3,2,0
27.16,CAD,US,FR,1,4,0.0567,0.0042,5,2,3,0
37.1,USD,AU,CA,1,6,0.0171,0.037,3,0,4,0
32.94,CAD,FR,CA,1,10,0.09,0.0059,1,0,2,0
108.8,EUR,BR,CA,1,6,0.1184,0.0045,3,1,0,0
94.11,USD,CA,BR,1,3,0.2673,0.0277,3,0,0,0
3.97,USD,BR,US,1,11,0.2065,0.0288,4,2,1,0
70.4,GBP,IN,CN,1,5,0.055,0.0061,2,0,1,0
9.54,AUD,CA,BR,1,13,0.0379,0.0385,3,1,0,0
38.81,USD,DE,DE,0,10,0.0987,0.0114,0,1,1,0
49.0,USD,US,BR,1,8,0.0371,0.0013,0,0,1,0
38.4,USD,FR,GB,1,6,0.1114,0.0016,1,0,2,0
90.09,USD,CA,FR,1,6,0.0387,0.035,1,0,2,0
112.18,GBP,GB,GB,0,5,0.0783,0.0026,2,1,2,0
25.19,AUD,AU,GB,1,9,0.1473,0.0023,1,1,2,0
24.29,USD,AU,US,1,10,0.0589,0.0154,1,0,0,1
52.67,AUD,US,BR,1,11,0.0659,0.0396,3,1,3,0
11.66,AUD,GB,BR,1,3,0.1584,0.004,3,2,3,0
33.89,USD,US,NG,1,11,0.0945,0.0102,0,1,1,0
210.2,GBP,IN,CN,1,10,0.0274,0.0019,2,0,1,0
12.11,AUD,DE,CN,1,4,0.0581,0.0427,2,0,1,0
38.86,CAD,US,CN,1,11,0.0403,0.0112,3,2,0,0
30.2,USD,GB,US,1,6,0.0308,0.0113,1,0,2,0
405.56,USD,CN,BR,1,8,0.0237,0.0512,2,2,1,1
31.89,GBP,CA,BR,1,7,0.133,0.0357,2,3,2,0
33.79,AUD,IN,GB,1,10,0.0952,0.0002,0,0,2,0
19.48,AUD,FR,GB,1,3,0.0601,0.0269,1,1,0,0
55.11,GBP,GB,CN,1,9,0.038,0.0086,1,0,0,0
71.53,GBP,DE,NG,1,13,0.146,0.0021,2,2,2,0
22.51,GBP,US,DE,1,5,0.1268,0.0031,2,0,1,0
146.75,GBP,BR,US,1,4,0.0592,0.046,2,1,3,0
71.6,CAD,DE,DE,0,6,0.061,0.0008,0,3,2,0
127.98,EUR,FR,US,1,13,0.1382,0.0021,4,0,0,0
39.33,GBP,GB,IN,1,3,0.2559,0.0321,3,0,0,0
69.63,CAD,NG,DE,1,6,0.0648,0.0081,2,1,0,0
44.12,GBP,CA,US,1,14,0.1228,0.0217,4,3,4,1
234.55,AUD,AU,CN,1,9,0.1276,0.0478,3,1,1,0
61.33,CAD,NG,NG,0,12,0.0712,0.0254,3,1,4,1
55.08,CAD,BR,CN,1,13,0.2041,0.0907,0,1,1,0
34.53,AUD,IN,CN,1,4,0.1817,0.0213,3,1,2,0
32.59,GBP,NG,US,1,5,0.0857,0.0102,1,0,2,0
69.25,EUR,GB,BR,1,7,0.177,0.0146,2,2,0,0
123.91,GBP,CN,BR,1,6,0.1306,0.0004,1,0,2,0
27.53,AUD,AU,BR,1,6,0.0249,0.0072,3,0,0,0
61.97,AUD,FR,CA,1,9,0.0489,0.0102,2,3,1,0
65.64,EUR,CA,DE,1,12,0.1728,0.031,4,1,1,0
78.13,GBP,BR,CN,1,11,0.0452,0.0233,0,1,2,0
9.9,EUR,CN,US,1,6,0.0075,0.0271,4,0,2,0
21.66,USD,IN,IN,0,9,0.2221,0.0196,1,1,3,0
13.93,EUR,US,BR,1,8,0.1006,0.0071,0,3,1,0
56.42,USD,FR,BR,1,6,0.0307,0.0459,3,1,1,0
22.18,EUR,BR,AU,1,6,0.0669,0.0111,4,0,3,1
33.24,USD,DE,BR,1,8,0.1519,0.0158,5,0,2,0
16.54,EUR,BR,CN,1,8,0.1664,0.0015,4,2,0,0
36.48,CAD,BR,BR,0,5,0.2053,0.0031,0,3,1,0
17.74,AUD,US,GB,1,11,0.0377,0.0179,4,0,3,1
116.5,AUD,AU,CA,1,11,0.1659,0.0645,2,1,1,0
88.17,GBP,GB,DE,1,10,0.0731,0.0449,3,0,1,0
63.45,GBP,FR,DE,1,7,0.0178,0.0084,2,1,0,0
40.37,AUD,DE,DE,0,5,0.0853,0.0289,2,6,1,0
7.12,GBP,NG,CA,1,6,0.0488,0.0059,2,1,3,0
34.53,USD,NG,IN,1,8,0.1953,0.0103,2,1,1,0
25.5,AUD,FR,GB,1,10,0.1583,0.0299,4,2,0,0
69.91,CAD,AU,BR,1,3,0.1515,0.0068,0,1,4,0
101.46,CAD,IN,IN,0,8,0.0589,0.0016,3,0,1,0
75.54,USD,IN,CN,1,7,0.1499,0.0053,0,1,1,0
193.07,GBP,IN,US,1,8,0.0536,0.006,2,1,0,1
30.93,GBP,BR,CA,1,6,0.0326,0.0396,3,1,0,0
29.67,AUD,CN,NG,1,13,0.0425,0.0013,0,1,1,0
154.14,EUR,NG,FR,1,11,0.0466,0.0164,1,2,2,1
64.47,EUR,GB,AU,1,10,0.1782,0.0151,1,1,4,0
42.65,CAD,FR,US,1,7,0.1042,0.0139,2,1,1,0
346.03,USD,FR,BR,1,8,0.0467,0.0344,1,1,2,0
97.29,CAD,AU,CA,1,5,0.0068,0.0278,2,0,3,0
45.13,USD,AU,CN,1,10,0.0559,0.0181,0,1,0,0
27.5,EUR,BR,DE,1,10,0.1828,0.0166,4,0,2,0
205.72,GBP,FR,GB,1,13,0.1411,0.0326,3,0,1,0
67.15,USD,CA,AU,1,12,0.2184,0.0275,1,1,5,0
55.95,USD,FR,FR,0,8,0.0178,0.0384,2,1,3,0
107.37,GBP,NG,FR,1,6,0.0736,0.0318,2,1,3,0
131.64,CAD,DE,CN,1,10,0.1277,0.0107,2,0,2,0
94.62,EUR,US,DE,1,5,0.0821,0.0098,1,1,0,0
132.16,EUR,CN,DE,1,9,0.0146,0.0232,0,0,4,0
85.74,CAD,GB,IN,1,3,0.0487,0.004,3,1,0,0
95.1,AUD,IN,GB,1,7,0.014,0.0411,3,0,0,0
26.27,GBP,NG,NG,0,9,0.119,0.0063,0,1,1,1
333.74,GBP,CA,CA,0,10,0.0927,0.0099,7,0,2,0
15.9,AUD,DE,CA,1,9,0.047,0.0194,5,2,2,0
74.39,USD,CA,US,1,7,0.0236,0.0359,1,0,4,0
14.34,AUD,GB,DE,1,9,0.0588,0.0288,4,0,1,0
49.49,GBP,GB,AU,1,15,0.0097,0.0022,2,1,2,0
30.84,EUR,GB,BR,1,7,0.0256,0.016,2,1,3,0
62.54,CAD,FR,NG,1,2,0.1978,0.0129,2,0,1,0
76.84,AUD,AU,BR,1,4,0.0405,0.0143,1,0,0,0
20.98,AUD,US,DE,1,9,0.0767,0.0766,0,1,1,0
53.02,CAD,NG,NG,0,11,0.0746,0.0131,2,0,1,0
220.01,GBP,IN,GB,1,10,0.1227,0.0243,3,0,1,0
14.7,USD,US,CA,1,10,0.1561,0.0067,4,1,1,0
23.24,USD,NG,DE,1,10,0.0878,0.0075,2,1,0,0
129.12,AUD,US,AU,1,3,0.0583,0.0054,2,0,7,0
59.0,USD,AU,CA,1,12,0.0422,0.0164,4,0,2,1
63.51,GBP,FR,CN,1,8,0.0864,0.0492,3,0,3,0
151.76,GBP,AU,CA,1,5,0.0192,0.0316,3,1,0,0
24.68,CAD,CN,DE,1,6,0.0256,0.0495,3,1,0,0
32.48,EUR,CN,IN,1,10,0.041,0.0405,2,1,1,0
28.71,CAD,CA,FR,1,13,0.0277,0.0102,3,1,1,0
38.54,GBP,AU,FR,1,6,0.0883,0.0457,0,1,2,0
208.41,AUD,CN,CN,0,9,0.0239,0.0506,1,1,0,0
9.96,USD,BR,FR,1,13,0.104,0.0221,1,1,1,0
16.54,CAD,NG,GB,1,8,0.0921,0.0199,2,0,4,0
13.93,CAD,FR,BR,1,5,0.1162,0.0396,0,1,2,0
221.78,AUD,CA,BR,1,10,0.0292,0.0076,3,1,2,0
29.54,GBP,AU,CA,1,6,0.0793,0.0377,0,0,2,0
39.38,EUR,NG,NG,0,15,0.0532,0.0265,5,1,1,0
10.86,GBP,CN,DE,1,14,0.1019,0.0005,2,0,2,0
42.0,AUD,IN,GB,1,4,0.0279,0.01,0,2,2,0
129.87,USD,BR,GB,1,10,0.0529,0.0039,2,0,1,0
70.31,CAD,AU,BR,1,15,0.02,0.0006,4,1,1,0
49.02,EUR,DE,CA,1,15,0.2049,0.0022,0,2,1,0
11.42,CAD,FR,FR,0,9,0.0915,0.0051,3,1,1,0
39.33,GBP,FR,BR,1,6,0.0622,0.0023,2,0,1,0
63.24,AUD,NG,NG,0,7,0.0768,0.02,3,1,1,1
20.25,USD,AU,FR,1,8,0.0034,0.0523,2,1,0,0
105.1,USD,BR,CN,1,8,0.0537,0.0689,2,2,2,0
132.3,AUD,US,DE,1,7,0.1323,0.0229,3,0,0,0
32.18,EUR,BR,NG,1,7,0.1646,0.0082,4,2,2,0
112.82,USD,AU,CA,1,7,0.1015,0.0398,4,1,2,0
48.92,AUD,CN,US,1,13,0.1679,0.0058,1,2,1,0
171.94,GBP,FR,BR,1,10,0.0584,0.0094,1,2,0,0
