order_amount,currency,billing_country,shipping_country,country_mismatch,customer_total_orders,customer_refund_rate,customer_dispute_rate,device_reuse_count,ip_reuse_count,order_velocity_24h,is_returned
73.53,USD,NG,CA,1,19,0.0349,0.0366,1,0,0,0
11.9,USD,AU,AU,0,5,0.0679,0.0154,2,0,2,0
20.09,CAD,NG,FR,1,6,0.0301,0.0003,3,0,0,0
49.85,AUD,DE,DE,0,7,0.1218,0.0163,1,3,0,0
84.88,USD,FR,IN,1,6,0.1941,0.003,1,0,1,0
16.21,GBP,FR,GB,1,6,0.0497,0.029,0,3,2,0
82.86,AUD,CA,DE,1,8,0.0712,0.0005,3,2,1,0
25.49,AUD,FR,CN,1,7,0.0304,0.0078,0,1,3,0
158.94,CAD,CA,AU,1,7,0.0499,0.0146,2,1,1,0
288.83,EUR,US,CN,1,4,0.0668,0.0678,4,1,2,0
125.9,EUR,CN,IN,1,10,0.176,0.0028,7,1,1,0
70.26,CAD,FR,AU,1,9,0.1867,0.0349,1,2,1,0
70.09,GBP,CN,DE,1,10,0.086,0.0024,5,1,1,0
111.24,GBP,FR,IN,1,4,0.1401,0.0518,2,1,0,0
33.36,EUR,CN,CN,0,7,0.0056,0.0052,2,4,1,0
137.4,CAD,US,AU,1,11,0.1894,0.0511,3,0,2,0
59.62,GBP,US,NG,1,5,0.0283,0.0314,1,1,1,0
11.04,GBP,CN,IN,1,7,0.0059,0.0083,0,0,2,0
11.98,CAD,NG,GB,1,10,0.0626,0.0029,3,1,0,0
91.69,USD,CA,BR,1,3,0.0963,0.0331,1,1,0,0
72.45,AUD,GB,GB,0,8,0.0628,0.0309,0,1,0,0
20.45,GBP,AU,US,1,12,0.1123,0.0051,2,1,0,0
18.96,CAD,US,NG,1,6,0.1079,0.0069,1,1,0,0
47.19,GBP,NG,FR,1,7,0.128,0.0004,1,2,2,0
28.65,AUD,CN,DE,1,11,0.101,0.0992,0,1,0,1
26.44,AUD,US,CA,1,5,0.0618,0.0406,3,2,1,0
226.98,GBP,CN,GB,1,7,0.0466,0.0025,3,3,1,0
180.71,AUD,DE,BR,1,5,0.0361,0.0505,2,1,3,0
29.7,CAD,US,IN,1,7,0.0486,0.0026,1,1,1,0
121.56,USD,CA,GB,1,11,0.0641,0.0194,1,0,1,1
18.61,AUD,US,US,0,11,0.0268,0.0133,4,1,0,0
429.06,GBP,FR,FR,0,6,0.2099,0.0056,1,3,3,0
36.66,USD,DE,FR,1,9,0.0242,0.0092,0,0,1,0
39.82,CAD,AU,CA,1,11,0.1321,0.0221,2,0,3,1
325.99,AUD,GB,DE,1,4,0.0435,0.0057,3,1,2,0
164.82,USD,AU,GB,1,6,0.1225,0.0139,0,0,0,0
62.39,CAD,US,AU,1,6,0.0256,0.0667,1,1,1,0
26.5,AUD,DE,GB,1,10,0.063,0.0282,4,2,2,0
12.79,AUD,AU,AU,0,12,0.0888,0.0296,1,2,1,0
3.79,USD,DE,GB,1,6,0.0538,0.0048,1,0,0,0
36.25,USD,IN,US,1,9,0.2482,0.0334,2,0,0,0
30.3,CAD,BR,AU,1,11,0.0259,0.0289,2,1,2,0
98.42,CAD,CN,BR,1,13,0.0479,0.0064,5,1,4,0
100.14,GBP,BR,GB,1,12,0.0618,0.0052,1,1,1,0
25.91,USD,DE,CA,1,8,0.0192,0.0006,1,3,5,0
11.9,EUR,CN,IN,1,2,0.0156,0.0045,1,1,1,0
73.86,GBP,AU,NG,1,8,0.0441,0.0229,1,3,4,0
44.35,USD,CA,FR,1,4,0.006,0.0397,2,3,4,0
9.82,GBP,AU,NG,1,7,0.1212,0.0222,3,1,4,0
40.51,GBP,DE,CA,1,6,0.0797,0.0079,1,2,0,1
26.99,EUR,CA,AU,1,8,0.0454,0.003,1,0,2,0
258.72,GBP,AU,NG,1,5,0.0575,0.0202,4,3,0,0
24.77,EUR,IN,FR,1,7,0.0368,0.0388,0,0,1,0
21.02,EUR,GB,AU,1,6,0.0522,0.0023,1,2,1,0
189.94,AUD,BR,GB,1,7,0.2065,0.0157,2,2,2,0
29.96,EUR,FR,CA,1,3,0.1487,0.0082,1,3,1,0
16.19,GBP,GB,BR,1,6,0.0269,0.0089,3,0,1,0
115.72,USD,BR,FR,1,8,0.0385,0.0115,0,0,0,0
224.71,CAD,DE,CN,1,9,0.2542,0.0005,3,0,2,0
40.18,CAD,DE,DE,0,5,0.0421,0.0616,2,0,0,0
48.38,USD,IN,BR,1,9,0.0916,0.0006,2,0,0,0
54.86,GBP,US,CA,1,5,0.1237,0.0014,2,2,0,0
14.39,USD,AU,IN,1,9,0.0728,0.0153,0,2,3,0
84.86,EUR,AU,GB,1,6,0.038,0.0041,0,1,2,0
68.75,CAD,GB,IN,1,4,0.1026,0.0024,2,0,1,0
10.65,GBP,DE,CN,1,9,0.1041,0.0055,1,0,0,0
55.38,GBP,CN,US,1,7,0.0717,0.0092,1,1,5,0
46.98,USD,FR,GB,1,6,0.1262,0.0178,4,0,2,0
42.06,GBP,NG,AU,1,5,0.1391,0.0101,0,1,2,1
148.15,GBP,NG,IN,1,3,0.1517,0.0334,1,0,1,0
113.31,CAD,CN,NG,1,12,0.1832,0.0129,2,2,2,0
9.06,EUR,IN,FR,1,9,0.1187,0.0049,4,0,0,0
22.15,EUR,US,AU,1,6,0.0551,0.0238,2,2,0,0
10.68,EUR,CA,US,1,8,0.0613,0.0294,3,1,1,0
4.42,EUR,DE,US,1,10,0.1519,0.0236,0,0,2,0
56.19,EUR,BR,FR,1,14,0.2803,0.0044,1,1,1,0
24.78,AUD,BR,IN,1,3,0.08,0.0032,2,1,1,0
127.14,EUR,GB,FR,1,6,0.0474,0.0205,1,0,0,0
43.53,AUD,CN,US,1,7,0.0224,0.0368,0,1,2,0
23.37,CAD,CA,US,1,8,0.1423,0.0051,4,0,0,0
41.04,CAD,CN,US,1,7,0.0609,0.0006,2,0,3,0
10.45,USD,AU,BR,1,9,0.1456,0.0082,4,2,1,0
29.32,EUR,NG,NG,0,3,0.1897,0.0298,4,0,1,0
5.55,EUR,DE,CA,1,7,0.0156,0.0351,3,1,1,0
71.22,GBP,BR,FR,1,7,0.0991,0.0272,1,3,2,0
19.19,AUD,AU,IN,1,11,0.2037,0.0084,6,1,1,0
728.17,CAD,US,AU,1,8,0.0883,0.0027,2,1,3,0
125.92,CAD,FR,GB,1,7,0.0986,0.0223,2,0,1,0
23.6,USD,US,DE,1,9,0.0597,0.021,1,0,0,1
121.63,AUD,CN,CA,1,5,0.1043,0.0225,1,2,2,0
121.83,EUR,CA,BR,1,9,0.0336,0.0326,3,1,3,0
109.57,EUR,CA,NG,1,9,0.0913,0.0001,1,0,0,1
104.67,USD,US,CA,1,8,0.0531,0.0287,1,1,2,0
112.33,CAD,CA,AU,1,7,0.1114,0.0142,3,0,2,0
92.3,AUD,CA,US,1,6,0.014,0.0064,4,1,1,0
25.24,EUR,CN,FR,1,8,0.0265,0.0007,4,3,1,0
55.86,AUD,BR,DE,1,6,0.1422,0.0034,3,2,1,0
39.43,GBP,CA,US,1,6,0.0341,0.0033,2,2,0,0
61.1,USD,DE,GB,1,12,0.0751,0.012,0,0,0,0
101.15,AUD,AU,GB,1,6,0.0767,0.0003,2,1,2,0
19.66,CAD,IN,FR,1,9,0.0127,0.0882,0,2,2,0
3.85,GBP,CN,BR,1,8,0.0779,0.0364,0,0,0,0
15.82,GBP,US,IN,1,9,0.0469,0.0028,2,2,2,0
62.78,USD,US,FR,1,7,0.1022,0.0039,3,0,3,0
42.69,EUR,GB,US,1,12,0.0903,0.0852,2,0,5,0
60.85,CAD,AU,AU,0,10,0.1513,0.0024,2,1,0,0
315.25,EUR,CN,FR,1,8,0.0776,0.0262,5,2,2,1
63.81,GBP,NG,BR,1,3,0.0237,0.0075,2,0,1,0
11.22,CAD,GB,GB,0,5,0.1303,0.0333,4,0,0,0
267.75,AUD,US,BR,1,8,0.21,0.0025,2,1,1,0
144.4,EUR,DE,GB,1,11,0.0689,0.0292,3,1,1,1
22.56,USD,CN,US,1,10,0.048,0.0864,2,0,1,0
35.2,CAD,GB,NG,1,8,0.027,0.0064,1,0,0,0
35.61,AUD,CA,AU,1,3,0.0493,0.0027,3,1,2,0
33.92,EUR,US,DE,1,9,0.0548,0.0661,4,1,2,0
151.83,CAD,CA,IN,1,10,0.0848,0.0038,4,1,0,0
80.45,EUR,BR,IN,1,6,0.0938,0.0079,1,0,3,0
50.86,CAD,CA,BR,1,3,0.0881,0.0125,1,1,4,0
165.0,USD,US,FR,1,9,0.0141,0.0239,3,0,2,0
10.9,AUD,BR,AU,1,10,0.3162,0.009,2,0,0,0
61.71,AUD,NG,US,1,10,0.0831,0.0117,1,0,1,0
65.41,GBP,CA,GB,1,11,0.1274,0.0402,3,1,1,1
42.74,CAD,CA,GB,1,8,0.175,0.0229,2,0,3,0
409.83,CAD,CN,DE,1,7,0.0972,0.0093,5,2,1,0
504.91,USD,BR,US,1,4,0.0773,0.0021,1,1,3,0
33.1,CAD,AU,CA,1,13,0.043,0.0132,1,0,2,0
67.84,GBP,US,GB,1,9,0.0866,0.0547,3,1,1,0
24.4,USD,BR,US,1,8,0.1354,0.0058,2,1,1,0
34.36,USD,NG,CN,1,8,0.0256,0.0067,3,1,2,0
15.54,USD,DE,CN,1,6,0.0096,0.0253,3,2,2,0
140.41,USD,CN,CA,1,6,0.0375,0.0013,0,0,1,0
47.05,GBP,DE,CA,1,9,0.0864,0.0028,5,2,2,1
111.73,AUD,NG,FR,1,11,0.0464,0.0093,2,1,1,1
143.12,GBP,DE,BR,1,9,0.0607,0.0046,5,0,1,0
15.85,USD,NG,AU,1,6,0.0742,0.0062,3,1,1,0
390.31,AUD,AU,CA,1,6,0.0285,0.0152,2,0,2,0
49.13,GBP,CA,US,1,5,0.0937,0.0694,0,1,1,0
41.62,CAD,CN,CA,1,6,0.0911,0.0054,2,1,2,0
31.24,USD,BR,DE,1,11,0.0121,0.0038,1,3,2,0
69.9,USD,CA,NG,1,14,0.0449,0.0081,2,1,1,0
32.39,USD,NG,NG,0,7,0.1031,0.0302,3,2,4,0
51.67,USD,DE,CA,1,4,0.0756,0.0013,4,0,0,1
66.59,EUR,US,US,0,10,0.0825,0.0011,0,1,2,0
27.46,CAD,US,IN,1,8,0.0961,0.0072,2,3,0,0
203.49,AUD,NG,CN,1,6,0.0463,0.0138,2,2,0,1
44.75,USD,IN,IN,0,11,0.0405,0.0088,3,0,0,0
70.33,AUD,IN,AU,1,7,0.0501,0.0013,5,0,1,0
129.61,CAD,DE,AU,1,4,0.1538,0.0452,5,1,1,0
58.06,AUD,GB,CN,1,12,0.1105,0.056,3,0,0,0
21.47,EUR,CN,CA,1,6,0.0938,0.0091,3,0,0,0
43.47,USD,AU,CN,1,6,0.0891,0.0229,1,2,1,0
318.2,AUD,AU,US,1,10,0.0549,0.0298,6,1,0,0
16.45,CAD,DE,DE,0,5,0.0626,0.0051,2,0,0,0
50.25,CAD,IN,BR,1,5,0.3117,0.0751,1,1,1,0
31.66,AUD,CA,US,1,6,0.144,0.0106,2,1,4,1
15.28,USD,FR,FR,0,11,0.072,0.0403,1,2,0,0
669.86,USD,DE,IN,1,5,0.0954,0.0301,1,2,0,1
15.27,EUR,CN,CN,0,12,0.0298,0.0068,2,1,0,0
23.95,AUD,AU,DE,1,12,0.009,0.01,2,2,1,0
170.16,AUD,BR,NG,1,8,0.0934,0.0009,2,0,3,1
12.18,AUD,CN,FR,1,3,0.0876,0.0025,4,0,0,0
101.69,EUR,IN,IN,0,12,0.1634,0.027,2,3,2,0
6.16,AUD,US,GB,1,5,0.0119,0.0144,4,2,6,0
52.44,CAD,FR,AU,1,11,0.1141,0.0055,2,1,1,0
31.41,EUR,DE,FR,1,12,0.042,0.0224,3,1,3,0
114.7,CAD,AU,IN,1,8,0.0644,0.0088,3,3,2,1
101.59,CAD,IN,DE,1,2,0.2591,0.0424,3,2,3,0
101.79,USD,AU,GB,1,4,0.0294,0.0118,2,2,4,0
79.8,EUR,BR,US,1,11,0.0494,0.004,5,0,0,0
13.9,GBP,FR,NG,1,6,0.0638,0.023,3,0,1,0
26.83,USD,FR,NG,1,11,0.0415,0.0064,2,1,2,0
9.23,GBP,CN,IN,1,6,0.0924,0.0226,2,0,1,0
27.33,GBP,BR,BR,0,9,0.0528,0.0095,4,0,0,0
66.24,AUD,IN,AU,1,9,0.142,0.0042,0,1,3,0
372.97,CAD,AU,CN,1,7,0.0338,0.0002,2,3,0,0
12.38,GBP,AU,CA,1,7,0.0803,0.0152,1,0,1,0
49.5,AUD,AU,IN,1,4,0.0327,0.0036,1,0,2,0
16.36,USD,FR,US,1,7,0.0669,0.0038,3,1,2,0
70.98,AUD,BR,DE,1,6,0.093,0.0424,2,0,2,0
17.01,AUD,CN,CA,1,8,0.0081,0.0093,2,1,0,1
15.59,CAD,AU,GB,1,11,0.1173,0.0353,8,2,3,1
128.79,USD,CA,GB,1,18,0.0895,0.0236,1,0,2,0
27.91,AUD,IN,GB,1,7,0.064,0.0129,3,2,3,0
147.25,USD,US,FR,1,7,0.0616,0.0156,4,1,1,0
60.31,GBP,BR,DE,1,10,0.0397,0.0113,3,1,2,0
83.24,EUR,US,CA,1,7,0.0429,0.0142,5,2,1,0
32.25,USD,BR,DE,1,10,0.0491,0.0391,1,0,2,0
40.55,AUD,CA,CA,0,12,0.0411,0.0067,0,1,1,0
79.51,USD,CN,CN,0,6,0.04,0.0312,4,1,2,0
13.41,GBP,US,IN,1,11,0.1136,0.0173,3,0,2,0
13.84,AUD,IN,GB,1,8,0.0175,0.003,0,0,0,0
166.0,GBP,DE,AU,1,5,0.0864,0.0757,4,0,3,0
127.17,EUR,CA,CA,0,6,0.0158,0.0005,6,1,3,0
406.11,CAD,FR,US,1,5,0.0231,0.01,0,0,1,0
17.14,GBP,FR,IN,1,10,0.085,0.0101,4,2,1,0
62.21,CAD,CN,BR,1,15,0.1681,0.124,0,3,0,0
9.51,AUD,AU,FR,1,10,0.0744,0.0182,2,0,1,0
58.98,USD,AU,BR,1,7,0.1328,0.0044,2,0,0,0
163.47,USD,AU,US,1,8,0.0476,0.0037,0,1,3,0
41.05,CAD,IN,AU,1,13,0.228,0.0017,2,1,0,0
14.82,AUD,GB,FR,1,3,0.2056,0.0223,1,0,0,0
97.46,AUD,DE,NG,1,12,0.0631,0.001,2,1,1,0
24.42,USD,IN,BR,1,7,0.0774,0.0058,2,2,0,0
305.16,AUD,FR,IN,1,10,0.0362,0.0336,3,1,1,0
3.85,CAD,GB,NG,1,8,0.0948,0.0034,3,0,4,0
124.36,GBP,IN,CA,1,9,0.0983,0.0004,3,0,0,0
13.48,GBP,NG,DE,1,7,0.0269,0.0472,5,0,0,0
10.3,GBP,BR,CA,1,6,0.0039,0.0022,1,1,2,0
98.56,USD,GB,CA,1,5,0.0193,0.006,2,3,1,0
80.65,EUR,AU,CA,1,7,0.1418,0.0118,4,0,0,0
27.05,EUR,FR,FR,0,9,0.0425,0.0049,1,0,2,0
40.97,GBP,CA,GB,1,7,0.0456,0.035,1,0,3,0
18.36,AUD,GB,NG,1,5,0.0491,0.0089,1,0,2,0
17.15,USD,BR,CA,1,5,0.0053,0.0501,0,0,1,0
53.18,EUR,GB,AU,1,9,0.341,0.0071,7,0,2,0
99.86,AUD,NG,GB,1,5,0.053,0.0658,4,0,2,0
102.85,USD,CA,AU,1,11,0.0587,0.0032,4,0,1,0
9.29,USD,AU,AU,0,8,0.068,0.0064,1,0,0,0
241.08,AUD,BR,AU,1,4,0.0064,0.0002,2,2,0,0
55.14,USD,CA,US,1,7,0.1505,0.0106,1,2,1,0
71.06,GBP,IN,AU,1,7,0.1656,0.0174,3,0,2,0
138.08,GBP,BR,NG,1,3,0.3288,0.0559,3,0,2,0
32.22,AUD,IN,NG,1,14,0.1372,0.0125,3,1,1,0
159.75,CAD,GB,IN,1,13,0.2467,0.0095,2,1,0,0
15.64,USD,CN,DE,1,5,0.051,0.0371,5,2,1,0
17.73,AUD,BR,DE,1,6,0.1306,0.0269,2,0,1,1
14.56,USD,US,US,0,8,0.0189,0.0508,2,3,3,0
158.06,CAD,US,FR,1,5,0.0552,0.0266,2,1,0,0
56.99,GBP,IN,CN,1,12,0.0295,0.0304,0,1,1,1
34.59,CAD,FR,GB,1,11,0.1526,0.0053,3,0,1,0
53.14,AUD,BR,AU,1,10,0.2263,0.0872,1,1,2,0
27.9,CAD,BR,CA,1,8,0.0868,0.0027,4,2,2,0
212.82,CAD,DE,BR,1,8,0.2647,0.018,2,1,1,0
44.71,EUR,NG,US,1,5,0.012,0.0497,1,1,1,0
3.89,GBP,GB,CN,1,6,0.0297,0.0261,4,0,1,0
48.88,EUR,CA,IN,1,8,0.0668,0.0428,2,2,1,0
107.68,AUD,CA,GB,1,15,0.0651,0.0022,2,2,1,0
64.53,EUR,CN,NG,1,9,0.0711,0.0155,1,2,1,0
41.88,USD,US,NG,1,5,0.1287,0.0631,2,3,2,0
98.68,CAD,AU,BR,1,9,0.1104,0.034,2,1,2,0
231.25,USD,US,CA,1,9,0.0843,0.0103,2,1,1,0
32.29,CAD,FR,BR,1,6,0.0599,0.0168,4,0,4,0
87.55,AUD,US,IN,1,6,0.1029,0.0068,1,2,2,0
42.57,USD,CN,DE,1,9,0.0313,0.019,1,2,3,0
61.76,EUR,DE,FR,1,7,0.2345,0.0234,0,1,2,0
101.57,CAD,BR,BR,0,6,0.1105,0.0007,4,0,0,0
170.62,CAD,GB,US,1,8,0.0308,0.0182,6,0,2,0
72.73,USD,US,FR,1,6,0.0737,0.0442,4,1,2,0
18.1,CAD,FR,FR,0,8,0.1224,0.022,1,3,2,0
6.76,CAD,NG,BR,1,9,0.1287,0.0002,3,2,1,0
56.46,CAD,NG,GB,1,6,0.0621,0.017,1,2,2,0
278.27,CAD,IN,GB,1,7,0.0547,0.0331,2,2,1,0
71.07,EUR,NG,NG,0,7,0.0564,0.0144,0,1,1,0
89.43,GBP,CA,AU,1,5,0.152,0.0975,0,0,1,0
27.33,AUD,GB,BR,1,6,0.3013,0.0325,1,3,1,0
141.96,GBP,CA,AU,1,3,0.1343,0.0217,1,2,1,1
85.38,AUD,GB,BR,1,7,0.1411,0.0173,0,1,2,0
23.37,CAD,BR,BR,0,5,0.1546,0.0695,3,1,1,0
84.09,USD,NG,US,1,7,0.1366,0.0042,2,2,2,0
27.78,GBP,US,IN,1,8,0.0019,0.0384,4,1,5,0
73.28,CAD,BR,US,1,5,0.0771,0.003,3,1,4,1
242.48,CAD,BR,CN,1,7,0.3403,0.0326,1,0,2,0
171.9,EUR,BR,IN,1,9,0.0619,0.0133,3,1,1,0
17.43,EUR,AU,FR,1,7,0.0722,0.0268,4,2,1,0
87.37,GBP,IN,CA,1,7,0.0423,0.0165,1,0,5,0
37.88,CAD,DE,NG,1,7,0.0897,0.0121,3,1,2,0
6.8,GBP,NG,NG,0,10,0.0244,0.0017,2,0,0,0
43.61,CAD,CN,BR,1,7,0.0981,0.0106,1,0,4,0
114.57,AUD,NG,IN,1,10,0.0425,0.0048,2,0,2,0
17.57,GBP,CN,US,1,7,0.1895,0.0224,4,0,3,0
111.38,AUD,CN,DE,1,8,0.1688,0.0588,1,1,0,0
176.23,GBP,CN,NG,1,10,0.1137,0.048,1,2,2,0
80.53,GBP,BR,CA,1,9,0.0777,0.0123,4,0,4,0
27.54,USD,US,IN,1,9,0.1073,0.0264,0,0,4,0
147.08,GBP,DE,NG,1,13,0.1405,0.032,2,0,0,0
255.78,USD,CN,CA,1,5,0.0367,0.0622,5,0,3,1
35.19,AUD,CA,DE,1,5,0.1216,0.01,4,0,1,0
28.41,AUD,IN,FR,1,12,0.0903,0.0018,4,0,3,0
24.47,CAD,US,CN,1,12,0.1204,0.0251,1,1,0,0
32.43,CAD,CN,GB,1,12,0.0148,0.0001,1,0,5,0
9.74,EUR,IN,DE,1,6,0.0557,0.0265,1,0,1,0
68.23,AUD,CA,US,1,9,0.0886,0.0101,2,0,3,0
116.23,CAD,FR,AU,1,7,0.1092,0.0115,2,0,0,0
213.57,CAD,FR,AU,1,11,0.0427,0.0134,1,0,0,0
23.74,CAD,US,BR,1,11,0.4054,0.026,2,2,1,0
104.81,EUR,NG,NG,0,11,0.0934,0.0172,2,1,1,0
58.76,CAD,IN,CN,1,7,0.0535,0.0153,3,1,0,0
17.48,GBP,GB,GB,0,6,0.0429,0.0015,5,1,1,0
77.84,GBP,CN,CA,1,9,0.171,0.0024,2,0,2,0
183.16,EUR,IN,US,1,11,0.0862,0.0237,1,0,1,1
80.89,EUR,GB,CN,1,13,0.024,0.0087,3,0,1,0
238.7,AUD,IN,AU,1,10,0.0345,0.0061,0,1,3,0
128.36,AUD,IN,BR,1,13,0.0873,0.018,2,2,2,0
70.63,EUR,GB,GB,0,9,0.1183,0.0106,3,2,2,0
49.0,AUD,CA,IN,1,8,0.1373,0.0132,1,1,6,0
65.91,USD,GB,NG,1,13,0.0964,0.008,1,0,1,0
415.64,EUR,CA,FR,1,5,0.0771,0.014,0,1,0,0
22.27,EUR,CA,FR,1,5,0.0545,0.0412,0,2,1,0
70.04,GBP,FR,GB,1,10,0.037,0.0168,3,2,0,0
29.71,CAD,GB,GB,0,7,0.0787,0.0251,1,0,0,0
206.12,USD,US,CA,1,8,0.0622,0.0446,1,1,1,0
84.71,AUD,IN,FR,1,6,0.1572,0.0173,4,0,2,0
14.87,AUD,AU,BR,1,13,0.0992,0.0015,3,0,1,0
88.85,CAD,IN,BR,1,9,0.1158,0.0317,3,0,6,0
25.22,USD,AU,GB,1,10,0.0265,0.0131,5,0,1,0
25.88,USD,DE,BR,1,8,0.0125,0.0202,3,1,0,0
255.15,EUR,CN,NG,1,6,0.0203,0.0077,0,1,4,0
86.53,CAD,CA,AU,1,12,0.0372,0.023,1,2,4,0
198.23,AUD,GB,NG,1,12,0.0623,0.0341,1,3,5,1
91.05,AUD,CA,IN,1,10,0.1892,0.011,2,0,2,0
78.01,GBP,FR,BR,1,9,0.0919,0.041,5,2,1,0
92.95,USD,IN,FR,1,9,0.0587,0.008,2,2,2,0
8.88,GBP,DE,DE,0,11,0.2807,0.0013,0,1,1,1
46.38,EUR,CA,US,1,9,0.2571,0.0116,2,0,2,0
36.09,AUD,US,IN,1,11,0.0504,0.0356,3,1,2,0
21.38,CAD,CN,GB,1,6,0.1603,0.0241,0,1,1,1
53.34,GBP,CA,IN,1,7,0.0874,0.015,2,0,3,0
19.8,AUD,GB,NG,1,12,0.0508,0.0326,2,1,4,0
120.72,AUD,CN,DE,1,4,0.1375,0.0017,2,1,4,0
83.03,CAD,BR,GB,1,6,0.0399,0.0219,2,0,3,0
91.29,AUD,AU,CN,1,7,0.0988,0.004,1,4,4,0
44.42,USD,IN,DE,1,14,0.0536,0.0077,2,0,2,0
476.16,CAD,FR,AU,1,6,0.1817,0.0186,1,1,1,1
293.46,AUD,CA,IN,1,7,0.0447,0.0194,3,3,0,0
23.02,GBP,AU,US,1,11,0.0872,0.0106,4,0,4,0
520.94,CAD,GB,GB,0,11,0.0411,0.0297,2,1,2,0
39.07,CAD,CN,CN,0,12,0.0266,0.0006,3,2,0,0
30.25,CAD,NG,BR,1,8,0.0857,0.0118,1,2,3,0
149.5,AUD,GB,CA,1,8,0.2255,0.0053,1,1,3,0
53.05,AUD,GB,AU,1,4,0.088,0.0007,2,1,0,0
76.57,EUR,GB,DE,1,13,0.0106,0.0005,1,0,3,0
205.07,AUD,CN,FR,1,10,0.0725,0.0193,3,0,4,1
32.08,AUD,IN,NG,1,6,0.0237,0.0248,1,0,3,0
15.61,GBP,IN,FR,1,6,0.0924,0.0301,1,1,5,0
82.35,USD,DE,GB,1,12,0.0127,0.0056,2,1,2,0
2.45,USD,GB,IN,1,11,0.1817,0.0345,2,0,2,0
40.73,AUD,BR,US,1,9,0.0877,0.0025,0,2,0,0
18.31,EUR,IN,GB,1,10,0.1149,0.0301,1,1,3,0
48.57,CAD,CN,IN,1,10,0.1149,0.0038,0,0,1,0
15.59,USD,US,CA,1,12,0.1019,0.0649,2,3,3,1
136.31,EUR,AU,IN,1,8,0.1664,0.0537,1,2,3,0
14.66,USD,US,CN,1,8,0.0478,0.0059,3,1,4,0
78.07,USD,US,CA,1,8,0.3182,0.0833,1,0,0,0
83.74,EUR,CA,BR,1,10,0.097,0.0357,4,3,0,0
65.08,USD,AU,AU,0,10,0.1101,0.0146,1,0,1,0
51.76,CAD,NG,AU,1,9,0.0823,0.0214,0,2,2,0
61.66,EUR,GB,CA,1,6,0.2123,0.0631,1,0,3,0
73.46,GBP,BR,IN,1,4,0.1016,0.0046,1,2,0,1
12.7,USD,FR,US,1,8,0.063,0.0038,2,1,3,0
62.62,EUR,GB,NG,1,11,0.0849,0.0131,2,0,1,0
19.9,CAD,GB,FR,1,7,0.1404,0.0012,0,0,3,0
35.93,AUD,FR,BR,1,5,0.0572,0.0126,0,3,0,0
56.25,AUD,NG,CA,1,6,0.0625,0.0419,1,1,2,1
8.16,AUD,GB,IN,1,7,0.1076,0.0211,3,2,1,0
23.72,CAD,US,FR,1,8,0.0461,0.0222,1,0,1,0
70.27,GBP,GB,GB,0,10,0.0797,0.0129,2,1,0,0
110.6,GBP,AU,NG,1,9,0.0369,0.0244,0,1,2,0
10.04,GBP,NG,CN,1,11,0.0128,0.0161,0,0,3,0
23.3,CAD,CA,FR,1,6,0.3542,0.0018,0,1,2,0
7.35,GBP,FR,AU,1,9,0.0196,0.0201,4,0,2,0
269.51,EUR,DE,NG,1,2,0.1205,0.0019,5,3,2,0
50.23,GBP,NG,US,1,9,0.1296,0.0203,4,1,2,0
30.45,USD,IN,AU,1,10,0.0823,0.0046,0,1,0,0
75.98,USD,IN,CN,1,7,0.0517,0.0436,3,0,1,0
39.18,AUD,CA,IN,1,5,0.0301,0.0094,1,2,3,0
56.49,USD,DE,CA,1,10,0.0523,0.0038,2,0,4,0
35.92,USD,AU,DE,1,9,0.1585,0.0266,0,2,2,0
8.3,EUR,NG,AU,1,7,0.0369,0.0039,0,2,1,0
66.88,EUR,DE,BR,1,5,0.0303,0.0075,2,0,0,0
274.64,CAD,IN,CN,1,8,0.1377,0.0271,0,0,3,1
357.37,CAD,BR,US,1,13,0.0664,0.0153,3,2,2,0
104.47,CAD,FR,BR,1,12,0.0663,0.0364,2,1,4,0
60.61,GBP,NG,NG,0,6,0.0896,0.0266,2,2,0,0
31.92,CAD,AU,FR,1,13,0.053,0.0089,2,2,3,0
151.0,USD,NG,CA,1,4,0.0214,0.0492,0,2,1,0
7.78,EUR,IN,CA,1,12,0.0631,0.0278,2,1,1,0
18.85,USD,FR,BR,1,8,0.0892,0.0098,1,2,3,0
121.18,USD,US,CA,1,8,0.0784,0.0087,1,0,3,0
34.14,USD,NG,CA,1,8,0.1917,0.0179,2,0,1,0
12.53,AUD,BR,CA,1,8,0.1673,0.0308,2,4,2,0
148.39,USD,CN,DE,1,7,0.0693,0.0052,2,1,1,0
261.78,CAD,NG,BR,1,9,0.1196,0.0065,2,1,0,0
9.97,USD,US,CN,1,13,0.0222,0.0363,2,1,0,0
193.02,EUR,BR,FR,1,9,0.0481,0.0396,2,0,1,0
33.97,EUR,CN,NG,1,5,0.0562,0.0037,2,2,2,0
141.74,USD,CA,GB,1,9,0.0487,0.0132,1,1,0,0
8.47,EUR,IN,CA,1,4,0.1012,0.0491,1,0,0,0
21.57,CAD,AU,AU,0,1,0.186,0.0225,3,1,1,0
31.4,GBP,CN,FR,1,11,0.3796,0.0162,2,1,0,0
1121.87,AUD,NG,NG,0,7,0.0962,0.0026,2,1,0,0
30.88,EUR,AU,NG,1,10,0.0524,0.0048,0,4,1,0
38.35,AUD,CA,CA,0,10,0.118,0.0149,3,2,1,0
33.69,USD,DE,AU,1,9,0.0752,0.0051,6,0,3,0
